,Unnamed: 0,Entity,Code,Year,Annual_biofuel_production
1498,,Mozambique,MOZ,2002,0
1499,,Mozambique,MOZ,2003,0
1500,,Mozambique,MOZ,2004,0
1501,,Mozambique,MOZ,2005,0
1502,,Mozambique,MOZ,2006,0
1503,,Mozambique,MOZ,2007,0
1504,,Mozambique,MOZ,2008,0.02
1505,,Mozambique,MOZ,2009,0.02
1506,,Mozambique,MOZ,2010,0
1507,,Myanmar,MMR,2000,0
1508,,Myanmar,MMR,2001,0
1509,,Myanmar,MMR,2002,0
1510,,Myanmar,MMR,2003,0
1511,,Myanmar,MMR,2004,0
1512,,Myanmar,MMR,2005,0
1513,,Myanmar,MMR,2006,0
1514,,Myanmar,MMR,2007,0
1515,,Myanmar,MMR,2008,0
1516,,Myanmar,MMR,2009,0
1517,,Myanmar,MMR,2010,0
1518,,Namibia,NAM,2000,0
1519,,Namibia,NAM,2001,0
1520,,Namibia,NAM,2002,0
1521,,Namibia,NAM,2003,0
1522,,Namibia,NAM,2004,0
1523,,Namibia,NAM,2005,0
1524,,Namibia,NAM,2006,0
1525,,Namibia,NAM,2007,0
1526,,Namibia,NAM,2008,0
1527,,Namibia,NAM,2009,0
1528,,Namibia,NAM,2010,0
1529,,Nauru,NRU,2000,0
1530,,Nauru,NRU,2001,0
1531,,Nauru,NRU,2002,0
1532,,Nauru,NRU,2003,0
1533,,Nauru,NRU,2004,0
1534,,Nauru,NRU,2005,0
1535,,Nauru,NRU,2006,0
1536,,Nauru,NRU,2007,0
1537,,Nauru,NRU,2008,0
1538,,Nauru,NRU,2009,0
1539,,Nauru,NRU,2010,0
1540,,Nepal,NPL,2000,0
1541,,Nepal,NPL,2001,0
1542,,Nepal,NPL,2002,0
1543,,Nepal,NPL,2003,0
1544,,Nepal,NPL,2004,0
1545,,Nepal,NPL,2005,0
1546,,Nepal,NPL,2006,0
1547,,Nepal,NPL,2007,0
1548,,Nepal,NPL,2008,0
1549,,Nepal,NPL,2009,0
1550,,Nepal,NPL,2010,0
1551,,Netherlands,NLD,2000,0
1552,,Netherlands,NLD,2001,0
1553,,Netherlands,NLD,2002,0
1554,,Netherlands,NLD,2003,0.2
1555,,Netherlands,NLD,2004,0.1
1556,,Netherlands,NLD,2005,0.65
1557,,Netherlands,NLD,2006,1.9
1558,,Netherlands,NLD,2007,2.2
1559,,Netherlands,NLD,2008,5.4
1560,,Netherlands,NLD,2009,9.5
1561,,Netherlands,NLD,2010,0
1562,,New Caledonia,NCL,2000,0
1563,,New Caledonia,NCL,2001,0
1564,,New Caledonia,NCL,2002,0
1565,,New Caledonia,NCL,2003,0
1566,,New Caledonia,NCL,2004,0
1567,,New Caledonia,NCL,2005,0
1568,,New Caledonia,NCL,2006,0
1569,,New Caledonia,NCL,2007,0
1570,,New Caledonia,NCL,2008,0
1571,,New Caledonia,NCL,2009,0
1572,,New Caledonia,NCL,2010,0
1573,,New Zealand,NZL,2000,0
1574,,New Zealand,NZL,2001,0
1575,,New Zealand,NZL,2002,0
1576,,New Zealand,NZL,2003,0
1577,,New Zealand,NZL,2004,0
1578,,New Zealand,NZL,2005,0
1579,,New Zealand,NZL,2006,0.02
1580,,New Zealand,NZL,2007,0.06
1581,,New Zealand,NZL,2008,0.12
1582,,New Zealand,NZL,2009,0.12
1583,,New Zealand,NZL,2010,0
1584,,Nicaragua,NIC,2000,0
1585,,Nicaragua,NIC,2001,0
1586,,Nicaragua,NIC,2002,0
1587,,Nicaragua,NIC,2003,0
1588,,Nicaragua,NIC,2004,0
1589,,Nicaragua,NIC,2005,0
1590,,Nicaragua,NIC,2006,0
1591,,Nicaragua,NIC,2007,0.9
1592,,Nicaragua,NIC,2008,1
1593,,Nicaragua,NIC,2009,0
1594,,Nicaragua,NIC,2010,0
1595,,Niger,NER,2000,0
1596,,Niger,NER,2001,0
1597,,Niger,NER,2002,0
1598,,Niger,NER,2003,0
1599,,Niger,NER,2004,0
1600,,Niger,NER,2005,0
1601,,Niger,NER,2006,0
1602,,Niger,NER,2007,0
1603,,Niger,NER,2008,0
1604,,Niger,NER,2009,0
1605,,Niger,NER,2010,0
1606,,Nigeria,NGA,2000,0
1607,,Nigeria,NGA,2001,0
1608,,Nigeria,NGA,2002,0
1609,,Nigeria,NGA,2003,0
1610,,Nigeria,NGA,2004,0
1611,,Nigeria,NGA,2005,0
1612,,Nigeria,NGA,2006,0
1613,,Nigeria,NGA,2007,0
1614,,Nigeria,NGA,2008,0
1615,,Nigeria,NGA,2009,0
1616,,Nigeria,NGA,2010,0
1617,,Niue,NIU,2000,0
1618,,Niue,NIU,2001,0
1619,,Niue,NIU,2002,0
1620,,Niue,NIU,2003,0
1621,,Niue,NIU,2004,0
1622,,Niue,NIU,2005,0
1623,,Niue,NIU,2006,0
1624,,Niue,NIU,2007,0
1625,,Niue,NIU,2008,0
1626,,Niue,NIU,2009,0
1627,,Niue,NIU,2010,0
1628,,North Korea,PRK,2000,0
1629,,North Korea,PRK,2001,0
1630,,North Korea,PRK,2002,0
1631,,North Korea,PRK,2003,0
1632,,North Korea,PRK,2004,0
1633,,North Korea,PRK,2005,0
1634,,North Korea,PRK,2006,0
1635,,North Korea,PRK,2007,0
1636,,North Korea,PRK,2008,0
1637,,North Korea,PRK,2009,0
1638,,North Korea,PRK,2010,0
1639,,Norway,NOR,2000,0
1640,,Norway,NOR,2001,0
1641,,Norway,NOR,2002,0
1642,,Norway,NOR,2003,0.1
1643,,Norway,NOR,2004,0.1
1644,,Norway,NOR,2005,0.1
1645,,Norway,NOR,2006,0.1
1646,,Norway,NOR,2007,1
1647,,Norway,NOR,2008,1
1648,,Norway,NOR,2009,0.001
1649,,Norway,NOR,2010,0
1650,,Oman,OMN,2000,0
1651,,Oman,OMN,2001,0
1652,,Oman,OMN,2002,0
1653,,Oman,OMN,2003,0
1654,,Oman,OMN,2004,0
1655,,Oman,OMN,2005,0
1656,,Oman,OMN,2006,0
1657,,Oman,OMN,2007,0
1658,,Oman,OMN,2008,0
1659,,Oman,OMN,2009,0
1660,,Oman,OMN,2010,0
1661,,Pakistan,PAK,2000,0
1662,,Pakistan,PAK,2001,0
1663,,Pakistan,PAK,2002,0
1664,,Pakistan,PAK,2003,0
1665,,Pakistan,PAK,2004,0
1666,,Pakistan,PAK,2005,0.8
1667,,Pakistan,PAK,2006,0.6
1668,,Pakistan,PAK,2007,0.6
1669,,Pakistan,PAK,2008,0.3
1670,,Pakistan,PAK,2009,0.2
1671,,Pakistan,PAK,2010,0
1672,,Palau,PLW,2000,0
1673,,Palau,PLW,2001,0
1674,,Palau,PLW,2002,0
1675,,Palau,PLW,2003,0
1676,,Palau,PLW,2004,0
1677,,Palau,PLW,2005,0
1678,,Palau,PLW,2006,0
1679,,Palau,PLW,2007,0
1680,,Palau,PLW,2008,0
1681,,Palau,PLW,2009,0
1682,,Palau,PLW,2010,0
1683,,Palestine,PSE,2000,0
1684,,Palestine,PSE,2001,0
1685,,Palestine,PSE,2002,0
1686,,Palestine,PSE,2003,0
1687,,Palestine,PSE,2004,0
1688,,Palestine,PSE,2005,0
1689,,Palestine,PSE,2006,0
1690,,Palestine,PSE,2007,0
1691,,Palestine,PSE,2008,0
1692,,Palestine,PSE,2009,0
1693,,Palestine,PSE,2010,0
1694,,Panama,PAN,2000,0
1695,,Panama,PAN,2001,0
1696,,Panama,PAN,2002,0
1697,,Panama,PAN,2003,0
1698,,Panama,PAN,2004,0
1699,,Panama,PAN,2005,0
1700,,Panama,PAN,2006,0
1701,,Panama,PAN,2007,0
1702,,Panama,PAN,2008,0
1703,,Panama,PAN,2009,0
1704,,Panama,PAN,2010,0
1705,,Papua New Guinea,PNG,2000,0
1706,,Papua New Guinea,PNG,2001,0
1707,,Papua New Guinea,PNG,2002,0
1708,,Papua New Guinea,PNG,2003,0
1709,,Papua New Guinea,PNG,2004,0
1710,,Papua New Guinea,PNG,2005,0
1711,,Papua New Guinea,PNG,2006,0
1712,,Papua New Guinea,PNG,2007,0
1713,,Papua New Guinea,PNG,2008,0
1714,,Papua New Guinea,PNG,2009,0
1715,,Papua New Guinea,PNG,2010,0
1716,,Paraguay,PRY,2000,0.02
1717,,Paraguay,PRY,2001,0.02
1718,,Paraguay,PRY,2002,0.02
1719,,Paraguay,PRY,2003,0.1
1720,,Paraguay,PRY,2004,0.6
1721,,Paraguay,PRY,2005,0.8
1722,,Paraguay,PRY,2006,1.1
1723,,Paraguay,PRY,2007,1.7
1724,,Paraguay,PRY,2008,2.2
1725,,Paraguay,PRY,2009,2.3
1726,,Paraguay,PRY,2010,0
1727,,Peru,PER,2000,0
1728,,Peru,PER,2001,0.2
1729,,Peru,PER,2002,0.2
1730,,Peru,PER,2003,0.3
1731,,Peru,PER,2004,0.3
1732,,Peru,PER,2005,0.4
1733,,Peru,PER,2006,0.9
1734,,Peru,PER,2007,0.7
1735,,Peru,PER,2008,1.2
1736,,Peru,PER,2009,2.2
1737,,Peru,PER,2010,0
1738,,Philippines,PHL,2000,0
1739,,Philippines,PHL,2001,0
1740,,Philippines,PHL,2002,0
1741,,Philippines,PHL,2003,0
1742,,Philippines,PHL,2004,0.2
1743,,Philippines,PHL,2005,0.4
1744,,Philippines,PHL,2006,0.6
1745,,Philippines,PHL,2007,1.11
1746,,Philippines,PHL,2008,2.5
1747,,Philippines,PHL,2009,2.9
1748,,Philippines,PHL,2010,0
1749,,Poland,POL,2000,0
1750,,Poland,POL,2001,0
1751,,Poland,POL,2002,1
1752,,Poland,POL,2003,0.2
1753,,Poland,POL,2004,3.2
1754,,Poland,POL,2005,4
1755,,Poland,POL,2006,2.9
1756,,Poland,POL,2007,7
1757,,Poland,POL,2008,9
1758,,Poland,POL,2009,11
1759,,Poland,POL,2010,0
1760,,Portugal,PRT,2000,0
1761,,Portugal,PRT,2001,0
1762,,Portugal,PRT,2002,0
1763,,Portugal,PRT,2003,0
1764,,Portugal,PRT,2004,0.02
1765,,Portugal,PRT,2005,1.6
1766,,Portugal,PRT,2006,3.5
1767,,Portugal,PRT,2007,3.3
1768,,Portugal,PRT,2008,4.9
1769,,Portugal,PRT,2009,6
1770,,Portugal,PRT,2010,0
1771,,Qatar,QAT,2000,0
1772,,Qatar,QAT,2001,0
1773,,Qatar,QAT,2002,0
1774,,Qatar,QAT,2003,0
1775,,Qatar,QAT,2004,0
1776,,Qatar,QAT,2005,0
1777,,Qatar,QAT,2006,0
1778,,Qatar,QAT,2007,0
1779,,Qatar,QAT,2008,0
1780,,Qatar,QAT,2009,0
1781,,Qatar,QAT,2010,0
1782,,Reunion,REU,2000,0
1783,,Reunion,REU,2001,0
1784,,Reunion,REU,2002,0
1785,,Reunion,REU,2003,0
1786,,Reunion,REU,2004,0
1787,,Reunion,REU,2005,0
1788,,Reunion,REU,2006,0
1789,,Reunion,REU,2007,0
1790,,Reunion,REU,2008,0
1791,,Reunion,REU,2009,0
1792,,Reunion,REU,2010,0
1793,,Romania,ROU,2000,0
1794,,Romania,ROU,2001,0
1795,,Romania,ROU,2002,0
1796,,Romania,ROU,2003,0
1797,,Romania,ROU,2004,0
1798,,Romania,ROU,2005,0.2
1799,,Romania,ROU,2006,0.7
1800,,Romania,ROU,2007,1.3
1801,,Romania,ROU,2008,0.7
1802,,Romania,ROU,2009,1.7
1803,,Romania,ROU,2010,0
1804,,Russia,RUS,2000,0
1805,,Russia,RUS,2001,0
1806,,Russia,RUS,2002,0
1807,,Russia,RUS,2003,0
1808,,Russia,RUS,2004,0
1809,,Russia,RUS,2005,0
1810,,Russia,RUS,2006,0
1811,,Russia,RUS,2007,0
1812,,Russia,RUS,2008,0
1813,,Russia,RUS,2009,0
1814,,Russia,RUS,2010,0
1815,,Rwanda,RWA,2000,0
1816,,Rwanda,RWA,2001,0
1817,,Rwanda,RWA,2002,0
1818,,Rwanda,RWA,2003,0
1819,,Rwanda,RWA,2004,0
1820,,Rwanda,RWA,2005,0
1821,,Rwanda,RWA,2006,0
1822,,Rwanda,RWA,2007,0
1823,,Rwanda,RWA,2008,0.01
1824,,Rwanda,RWA,2009,0.01
1825,,Rwanda,RWA,2010,0
1826,,Saint Helena,SHN,2000,0
1827,,Saint Helena,SHN,2001,0
1828,,Saint Helena,SHN,2002,0
1829,,Saint Helena,SHN,2003,0
1830,,Saint Helena,SHN,2004,0
1831,,Saint Helena,SHN,2005,0
1832,,Saint Helena,SHN,2006,0
1833,,Saint Helena,SHN,2007,0
1834,,Saint Helena,SHN,2008,0
1835,,Saint Helena,SHN,2009,0
1836,,Saint Helena,SHN,2010,0
1837,,Saint Kitts and Nevis,KNA,2000,0
1838,,Saint Kitts and Nevis,KNA,2001,0
1839,,Saint Kitts and Nevis,KNA,2002,0
1840,,Saint Kitts and Nevis,KNA,2003,0
1841,,Saint Kitts and Nevis,KNA,2004,0
1842,,Saint Kitts and Nevis,KNA,2005,0
1843,,Saint Kitts and Nevis,KNA,2006,0
1844,,Saint Kitts and Nevis,KNA,2007,0
1845,,Saint Kitts and Nevis,KNA,2008,0
1846,,Saint Kitts and Nevis,KNA,2009,0
1847,,Saint Kitts and Nevis,KNA,2010,0
1848,,Saint Lucia,LCA,2000,0
1849,,Saint Lucia,LCA,2001,0
1850,,Saint Lucia,LCA,2002,0
1851,,Saint Lucia,LCA,2003,0
1852,,Saint Lucia,LCA,2004,0
1853,,Saint Lucia,LCA,2005,0
1854,,Saint Lucia,LCA,2006,0
1855,,Saint Lucia,LCA,2007,0
1856,,Saint Lucia,LCA,2008,0
1857,,Saint Lucia,LCA,2009,0
1858,,Saint Lucia,LCA,2010,0
1859,,Saint Pierre and Miquelon,SPM,2000,0
1860,,Saint Pierre and Miquelon,SPM,2001,0
1861,,Saint Pierre and Miquelon,SPM,2002,0
1862,,Saint Pierre and Miquelon,SPM,2003,0
1863,,Saint Pierre and Miquelon,SPM,2004,0
1864,,Saint Pierre and Miquelon,SPM,2005,0
1865,,Saint Pierre and Miquelon,SPM,2006,0
1866,,Saint Pierre and Miquelon,SPM,2007,0
1867,,Saint Pierre and Miquelon,SPM,2008,0
1868,,Saint Pierre and Miquelon,SPM,2009,0
1869,,Saint Pierre and Miquelon,SPM,2010,0
1870,,Saint Vincent and the Grenadines,VCT,2000,0
1871,,Saint Vincent and the Grenadines,VCT,2001,0
1872,,Saint Vincent and the Grenadines,VCT,2002,0
1873,,Saint Vincent and the Grenadines,VCT,2003,0
1874,,Saint Vincent and the Grenadines,VCT,2004,0
1875,,Saint Vincent and the Grenadines,VCT,2005,0
1876,,Saint Vincent and the Grenadines,VCT,2006,0
1877,,Saint Vincent and the Grenadines,VCT,2007,0
1878,,Saint Vincent and the Grenadines,VCT,2008,0
1879,,Saint Vincent and the Grenadines,VCT,2009,0
1880,,Saint Vincent and the Grenadines,VCT,2010,0
1881,,Samoa,WSM,2000,0
1882,,Samoa,WSM,2001,0
1883,,Samoa,WSM,2002,0
1884,,Samoa,WSM,2003,0
1885,,Samoa,WSM,2004,0
1886,,Samoa,WSM,2005,0
1887,,Samoa,WSM,2006,0
1888,,Samoa,WSM,2007,0
1889,,Samoa,WSM,2008,0
1890,,Samoa,WSM,2009,0
1891,,Samoa,WSM,2010,0
1892,,Sao Tome and Principe,STP,2000,0
1893,,Sao Tome and Principe,STP,2001,0
1894,,Sao Tome and Principe,STP,2002,0
1895,,Sao Tome and Principe,STP,2003,0
1896,,Sao Tome and Principe,STP,2004,0
1897,,Sao Tome and Principe,STP,2005,0
1898,,Sao Tome and Principe,STP,2006,0
1899,,Sao Tome and Principe,STP,2007,0
1900,,Sao Tome and Principe,STP,2008,0
1901,,Sao Tome and Principe,STP,2009,0
1902,,Sao Tome and Principe,STP,2010,0
1903,,Saudi Arabia,SAU,2000,0
1904,,Saudi Arabia,SAU,2001,0
1905,,Saudi Arabia,SAU,2002,0
1906,,Saudi Arabia,SAU,2003,0
1907,,Saudi Arabia,SAU,2004,0
1908,,Saudi Arabia,SAU,2005,0
1909,,Saudi Arabia,SAU,2006,0
1910,,Saudi Arabia,SAU,2007,0
1911,,Saudi Arabia,SAU,2008,0
1912,,Saudi Arabia,SAU,2009,0
1913,,Saudi Arabia,SAU,2010,0
1914,,Senegal,SEN,2000,0
1915,,Senegal,SEN,2001,0
1916,,Senegal,SEN,2002,0
1917,,Senegal,SEN,2003,0
1918,,Senegal,SEN,2004,0
1919,,Senegal,SEN,2005,0
1920,,Senegal,SEN,2006,0
1921,,Senegal,SEN,2007,0
1922,,Senegal,SEN,2008,0
1923,,Senegal,SEN,2009,0
1924,,Senegal,SEN,2010,0
1925,,Serbia,SRB,2000,--
1926,,Serbia,SRB,2001,--
1927,,Serbia,SRB,2002,--
1928,,Serbia,SRB,2003,--
1929,,Serbia,SRB,2004,--
1930,,Serbia,SRB,2005,0
1931,,Serbia,SRB,2006,0.5
1932,,Serbia,SRB,2007,1
1933,,Serbia,SRB,2008,1.5
1934,,Serbia,SRB,2009,1.5
1935,,Serbia,SRB,2010,0
1936,,Seychelles,SYC,2000,0
1937,,Seychelles,SYC,2001,0
1938,,Seychelles,SYC,2002,0
1939,,Seychelles,SYC,2003,0
1940,,Seychelles,SYC,2004,0
1941,,Seychelles,SYC,2005,0
1942,,Seychelles,SYC,2006,0
1943,,Seychelles,SYC,2007,0
1944,,Seychelles,SYC,2008,0
1945,,Seychelles,SYC,2009,0
1946,,Seychelles,SYC,2010,0
1947,,Sierra Leone,SLE,2000,0
1948,,Sierra Leone,SLE,2001,0
1949,,Sierra Leone,SLE,2002,0
1950,,Sierra Leone,SLE,2003,0
1951,,Sierra Leone,SLE,2004,0
1952,,Sierra Leone,SLE,2005,0
1953,,Sierra Leone,SLE,2006,0
1954,,Sierra Leone,SLE,2007,0
1955,,Sierra Leone,SLE,2008,0
1956,,Sierra Leone,SLE,2009,0
1957,,Sierra Leone,SLE,2010,0
1958,,Singapore,SGP,2000,0
1959,,Singapore,SGP,2001,0
1960,,Singapore,SGP,2002,0
1961,,Singapore,SGP,2003,0
1962,,Singapore,SGP,2004,0.02
1963,,Singapore,SGP,2005,0.3
1964,,Singapore,SGP,2006,0.7
1965,,Singapore,SGP,2007,2
1966,,Singapore,SGP,2008,1
1967,,Singapore,SGP,2009,0.5
1968,,Singapore,SGP,2010,0
1969,,Sint Maarten (Dutch part),SXM,2000,0
1970,,Sint Maarten (Dutch part),SXM,2001,0
1971,,Sint Maarten (Dutch part),SXM,2002,0
1972,,Sint Maarten (Dutch part),SXM,2003,0
1973,,Sint Maarten (Dutch part),SXM,2004,0
1974,,Sint Maarten (Dutch part),SXM,2005,0
1975,,Sint Maarten (Dutch part),SXM,2006,0
1976,,Sint Maarten (Dutch part),SXM,2007,0
1977,,Sint Maarten (Dutch part),SXM,2008,0
1978,,Sint Maarten (Dutch part),SXM,2009,0
1979,,Sint Maarten (Dutch part),SXM,2010,0
1980,,Slovakia,SVK,2000,0.7
1981,,Slovakia,SVK,2001,0.1
1982,,Slovakia,SVK,2002,0.04
1983,,Slovakia,SVK,2003,0.3
1984,,Slovakia,SVK,2004,1.5
1985,,Slovakia,SVK,2005,1.7
1986,,Slovakia,SVK,2006,1.4
1987,,Slovakia,SVK,2007,3.6
1988,,Slovakia,SVK,2008,4
1989,,Slovakia,SVK,2009,4
1990,,Slovakia,SVK,2010,0
1991,,Slovenia,SVN,2000,0
1992,,Slovenia,SVN,2001,0
1993,,Slovenia,SVN,2002,0
1994,,Slovenia,SVN,2003,0
1995,,Slovenia,SVN,2004,0.1
1996,,Slovenia,SVN,2005,0.1
1997,,Slovenia,SVN,2006,0.1
1998,,Slovenia,SVN,2007,0.16
1999,,Slovenia,SVN,2008,0.14
2000,,Slovenia,SVN,2009,0.4
2001,,Slovenia,SVN,2010,0
2002,,Solomon Islands,SLB,2000,0
2003,,Solomon Islands,SLB,2001,0
2004,,Solomon Islands,SLB,2002,0
2005,,Solomon Islands,SLB,2003,0
2006,,Solomon Islands,SLB,2004,0
2007,,Solomon Islands,SLB,2005,0
2008,,Solomon Islands,SLB,2006,0
2009,,Solomon Islands,SLB,2007,0
2010,,Solomon Islands,SLB,2008,0
2011,,Solomon Islands,SLB,2009,0
2012,,Solomon Islands,SLB,2010,0
2013,,Somalia,SOM,2000,0
2014,,Somalia,SOM,2001,0
2015,,Somalia,SOM,2002,0
2016,,Somalia,SOM,2003,0
2017,,Somalia,SOM,2004,0
2018,,Somalia,SOM,2005,0
2019,,Somalia,SOM,2006,0
2020,,Somalia,SOM,2007,0
2021,,Somalia,SOM,2008,0
2022,,Somalia,SOM,2009,0
2023,,Somalia,SOM,2010,0
2024,,South Africa,ZAF,2000,0
2025,,South Africa,ZAF,2001,0
2026,,South Africa,ZAF,2002,0
2027,,South Africa,ZAF,2003,0
2028,,South Africa,ZAF,2004,0
2029,,South Africa,ZAF,2005,0
2030,,South Africa,ZAF,2006,0
2031,,South Africa,ZAF,2007,0.005
2032,,South Africa,ZAF,2008,0.01
2033,,South Africa,ZAF,2009,0.03
2034,,South Africa,ZAF,2010,0
2035,,South Korea,KOR,2000,0
2036,,South Korea,KOR,2001,0
2037,,South Korea,KOR,2002,0
2038,,South Korea,KOR,2003,0
2039,,South Korea,KOR,2004,0
2040,,South Korea,KOR,2005,0
2041,,South Korea,KOR,2006,0
2042,,South Korea,KOR,2007,0
2043,,South Korea,KOR,2008,0
2044,,South Korea,KOR,2009,0
2045,,South Korea,KOR,2010,0
2046,,South Sudan,SSD,2000,0
2047,,South Sudan,SSD,2001,0
2048,,South Sudan,SSD,2002,0
2049,,South Sudan,SSD,2003,0
2050,,South Sudan,SSD,2004,0
2051,,South Sudan,SSD,2005,0
2052,,South Sudan,SSD,2006,0
2053,,South Sudan,SSD,2007,0
2054,,South Sudan,SSD,2008,0
2055,,South Sudan,SSD,2009,0
2056,,South Sudan,SSD,2010,0
2057,,Spain,ESP,2000,1.6
2058,,Spain,ESP,2001,3.5
2059,,Spain,ESP,2002,5
2060,,Spain,ESP,2003,6.2
2061,,Spain,ESP,2004,8.2
2062,,Spain,ESP,2005,8.2
2063,,Spain,ESP,2006,10.5
2064,,Spain,ESP,2007,10.3
2065,,Spain,ESP,2008,22
2066,,Spain,ESP,2009,24
2067,,Spain,ESP,2010,0
2068,,Sri Lanka,LKA,2000,0
2069,,Sri Lanka,LKA,2001,0
2070,,Sri Lanka,LKA,2002,0
2071,,Sri Lanka,LKA,2003,0
2072,,Sri Lanka,LKA,2004,0
2073,,Sri Lanka,LKA,2005,0
2074,,Sri Lanka,LKA,2006,0
2075,,Sri Lanka,LKA,2007,0
2076,,Sri Lanka,LKA,2008,0
2077,,Sri Lanka,LKA,2009,0
2078,,Sri Lanka,LKA,2010,0
2079,,Sudan,SDN,2000,0
2080,,Sudan,SDN,2001,0
2081,,Sudan,SDN,2002,0
2082,,Sudan,SDN,2003,0
2083,,Sudan,SDN,2004,0
2084,,Sudan,SDN,2005,0
2085,,Sudan,SDN,2006,0
2086,,Sudan,SDN,2007,0
2087,,Sudan,SDN,2008,0.1
2088,,Sudan,SDN,2009,0.5
2089,,Sudan,SDN,2010,0
2090,,Suriname,SUR,2000,0
2091,,Suriname,SUR,2001,0
2092,,Suriname,SUR,2002,0
2093,,Suriname,SUR,2003,0
2094,,Suriname,SUR,2004,0
2095,,Suriname,SUR,2005,0
2096,,Suriname,SUR,2006,0
2097,,Suriname,SUR,2007,0
2098,,Suriname,SUR,2008,0
2099,,Suriname,SUR,2009,0
2100,,Suriname,SUR,2010,0
2101,,Swaziland,SWZ,2000,0
2102,,Swaziland,SWZ,2001,0
2103,,Swaziland,SWZ,2002,0
2104,,Swaziland,SWZ,2003,0
2105,,Swaziland,SWZ,2004,0
2106,,Swaziland,SWZ,2005,0
2107,,Swaziland,SWZ,2006,0
2108,,Swaziland,SWZ,2007,0
2109,,Swaziland,SWZ,2008,0
2110,,Swaziland,SWZ,2009,0
2111,,Swaziland,SWZ,2010,0
2112,,Sweden,SWE,2000,0.46
2113,,Sweden,SWE,2001,1.06
2114,,Sweden,SWE,2002,1.08
2115,,Sweden,SWE,2003,1.4
2116,,Sweden,SWE,2004,1.6
2117,,Sweden,SWE,2005,2.3
2118,,Sweden,SWE,2006,3.7
2119,,Sweden,SWE,2007,4.5
2120,,Sweden,SWE,2008,6.5
2121,,Sweden,SWE,2009,7.5
2122,,Sweden,SWE,2010,0
2123,,Switzerland,CHE,2000,0
2124,,Switzerland,CHE,2001,0
2125,,Switzerland,CHE,2002,0
2126,,Switzerland,CHE,2003,0.1
2127,,Switzerland,CHE,2004,0.12
2128,,Switzerland,CHE,2005,0.22
2129,,Switzerland,CHE,2006,0.26
2130,,Switzerland,CHE,2007,0.26
2131,,Switzerland,CHE,2008,0.1
2132,,Switzerland,CHE,2009,0.1
2133,,Switzerland,CHE,2010,0
2134,,Syria,SYR,2000,0
2135,,Syria,SYR,2001,0
2136,,Syria,SYR,2002,0
2137,,Syria,SYR,2003,0
2138,,Syria,SYR,2004,0
2139,,Syria,SYR,2005,0
2140,,Syria,SYR,2006,0
2141,,Syria,SYR,2007,0
2142,,Syria,SYR,2008,0
2143,,Syria,SYR,2009,0
2144,,Syria,SYR,2010,0
2145,,Taiwan,TWN,2000,0
2146,,Taiwan,TWN,2001,0
2147,,Taiwan,TWN,2002,0
2148,,Taiwan,TWN,2003,0
2149,,Taiwan,TWN,2004,0
2150,,Taiwan,TWN,2005,0
2151,,Taiwan,TWN,2006,0.1
2152,,Taiwan,TWN,2007,0.4
2153,,Taiwan,TWN,2008,0.7
2154,,Taiwan,TWN,2009,0.5
2155,,Taiwan,TWN,2010,0
2156,,Tajikistan,TJK,2000,0
2157,,Tajikistan,TJK,2001,0
2158,,Tajikistan,TJK,2002,0
2159,,Tajikistan,TJK,2003,0
2160,,Tajikistan,TJK,2004,0
2161,,Tajikistan,TJK,2005,0
2162,,Tajikistan,TJK,2006,0
2163,,Tajikistan,TJK,2007,0
2164,,Tajikistan,TJK,2008,0
2165,,Tajikistan,TJK,2009,0
2166,,Tajikistan,TJK,2010,0
2167,,Tanzania,TZA,2000,0
2168,,Tanzania,TZA,2001,0
2169,,Tanzania,TZA,2002,0
2170,,Tanzania,TZA,2003,0
2171,,Tanzania,TZA,2004,0
2172,,Tanzania,TZA,2005,0
2173,,Tanzania,TZA,2006,0
2174,,Tanzania,TZA,2007,0
2175,,Tanzania,TZA,2008,0.01
2176,,Tanzania,TZA,2009,0.01
2177,,Tanzania,TZA,2010,0
2178,,Thailand,THA,2000,0
2179,,Thailand,THA,2001,0
2180,,Thailand,THA,2002,0
2181,,Thailand,THA,2003,0.1
2182,,Thailand,THA,2004,1.6
2183,,Thailand,THA,2005,2.6
2184,,Thailand,THA,2006,4.2
2185,,Thailand,THA,2007,13.4
2186,,Thailand,THA,2008,17.4
2187,,Thailand,THA,2009,18.5
2188,,Thailand,THA,2010,0
2189,,Timor,TLS,2000,0
2190,,Timor,TLS,2001,0
2191,,Timor,TLS,2002,0
2192,,Timor,TLS,2003,0
2193,,Timor,TLS,2004,0
2194,,Timor,TLS,2005,0
2195,,Timor,TLS,2006,0
2196,,Timor,TLS,2007,0
2197,,Timor,TLS,2008,0
2198,,Timor,TLS,2009,0
2199,,Timor,TLS,2010,0
2200,,Togo,TGO,2000,0
2201,,Togo,TGO,2001,0
2202,,Togo,TGO,2002,0
2203,,Togo,TGO,2003,0
2204,,Togo,TGO,2004,0
2205,,Togo,TGO,2005,0
2206,,Togo,TGO,2006,0
2207,,Togo,TGO,2007,0
2208,,Togo,TGO,2008,0
2209,,Togo,TGO,2009,0
2210,,Togo,TGO,2010,0
2211,,Tonga,TON,2000,0
2212,,Tonga,TON,2001,0
2213,,Tonga,TON,2002,0
2214,,Tonga,TON,2003,0
2215,,Tonga,TON,2004,0
2216,,Tonga,TON,2005,0
2217,,Tonga,TON,2006,0
